,Grad,Opstina,Naselje,Ulica,Tip,Kvadratura,Broj soba,Grejanje,Sprat,Ukupna spratnost,Cena,Od centra
1356,Beograd,Palilula,Karaburma,dr djordja joanovica,Stan,55.0,2.5,TA,2,4,52000,0.684411925
1357,Beograd,Palilula,Karaburma,dr drage ljocic,Stan,90.0,4,EG,4,5,75000,5.400130054
1358,Beograd,Palilula,Karaburma,dr drage ljocic,Stan,90.0,4,EG,4,5,75000,5.400130054
1359,Beograd,Palilula,Karaburma,dr drage ljocic,Stan,32.0,1.5,TA,PR,4,28000,5.400130054
1360,Beograd,Novi Beograd,Dr Ivana Ribara,dr ivana ribara,Stan,100.0,3.5,CG,1,7,90000,7.090808907
1361,Beograd,Novi Beograd,Blok 61,dr ivana ribara,Stan,66.0,2,CG,3,7,70000,7.090808907
1362,Beograd,Novi Beograd,Dr Ivana Ribara,dr ivana ribara,Stan,100.0,3.5,CG,1,7,90000,7.090808907
1363,Beograd,Novi Beograd,Blok 61,dr ivana ribara,Stan,65.0,2,CG,2,13,75000,7.090808907
1364,Beograd,Novi Beograd,Dr Ivana Ribara,dr ivana ribara,Stan,100.0,3.5,CG,2,7,115000,7.090808907
1365,Beograd,Novi Beograd,Dr Ivana Ribara,dr ivana ribara,Stan,100.0,3.5,CG,1,7,90000,7.090808907
1366,Beograd,Novi Beograd,Blok 61,dr ivana ribara,Stan,65.0,2,CG,2,13,75000,7.090808907
1367,Beograd,Palilula,Višnji?ka Banja,dragana lukica,Stan,49.0,3,EG,VPR,4,44000,7.303841791
1368,Beograd,Palilula,Višnji?ka Banja,dragana lukica,Stan,49.0,3,EG,VPR,4,44000,7.303841791
1369,Beograd,Zemun,Centar,dragana rakica,Stan,52.0,3,CG,PSUT,5,55800,6.13765019
1370,Beograd,Zemun,Save Kova?evi?a,dragana rakica,Stan,45.0,2.5,CG,2,2,63500,6.13765019
1371,Beograd,Zemun,Centar,dragana rakica,Stan,52.0,3,CG,PSUT,5,55800,6.13765019
1372,Beograd,Zemun,Save Kova?evi?a,dragana rakica,Stan,44.0,3,CG,2,2,63500,6.13765019
1373,Beograd,?ukarica,Žarkovo,drage spasic,Stan,40.0,1,EG,2,4,44000,12.34324322
1374,Beograd,Voždovac,Bra?e Jerkovi?,dragice koncar,Stan,76.0,3,CG,4,5,75000,4.959756155
1375,Beograd,Voždovac,Bra?e Jerkovi?,dragice koncar,Stan,49.0,1,CG,VPR,5,46000,4.959756155
1376,Beograd,Voždovac,Bra?e Jerkovi?,dragice koncar,Stan,60.0,2.5,EG,6,6,51800,4.959756155
1377,Beograd,Voždovac,Bra?e Jerkovi?,dragice koncar,Stan,71.0,2.5,CG,9,14,69900,4.959756155
1378,Beograd,Voždovac,Bra?e Jerkovi?,dragice koncar,Stan,37.0,1,CG,4,6,43000,4.959756155
1379,Beograd,Voždovac,Bra?e Jerkovi?,dragice koncar,Stan,71.0,2.5,CG,9,17,70000,4.959756155
1380,Beograd,Voždovac,Bra?e Jerkovi?,dragice koncar,Stan,60.0,2.5,EG,6,6,51800,4.959756155
1381,Beograd,Voždovac,Bra?e Jerkovi?,dragice koncar,Stan,60.0,2.5,EG,6,6,51800,4.959756155
1382,Beograd,Voždovac,Bra?e Jerkovi?,dragice koncar,Stan,71.0,2.5,CG,9,14,69900,4.959756155
1383,Beograd,Voždovac,Bra?e Jerkovi?,dragice koncar,Stan,49.0,1,CG,VPR,5,46000,4.959756155
1384,Beograd,Voždovac,Bra?e Jerkovi?,dragice koncar,Stan,60.0,2.5,EG,6,6,51800,4.959756155
1385,Beograd,Voždovac,Bra?e Jerkovi?,dragice koncar,Stan,96.0,3.5,CG,3,5,100000,4.959756155
1386,Beograd,Voždovac,Bra?e Jerkovi?,dragice koncar,Stan,96.0,3.5,CG,3,5,100000,4.959756155
1387,Beograd,Voždovac,Bra?e Jerkovi?,dragice koncar,Stan,76.0,3,CG,PR,7,84000,4.959756155
1388,Beograd,Palilula,Višnji?ka Banja,draginje adamovic,Stan,38.0,1.5,EG,4,4,45000,6.979651757
1389,Beograd,Palilula,Višnji?ka Banja,draginje adamovic,Stan,38.0,1.5,EG,4,4,45000,6.979651757
1390,Beograd,Palilula,Višnji?ka Banja,draginje adamovic,Stan,56.0,2,EG,VPR,3,40000,6.979651757
1391,Beograd,Palilula,Višnji?ka Banja,draginje adamovic,Stan,56.0,2,EG,VPR,3,40000,6.979651757
1392,Beograd,Palilula,Višnji?ka Banja,draginje adamovic,Stan,36.11,2,EG,PR,4,30700,6.979651757
1393,Beograd,Palilula,Višnji?ka Banja,draginje adamovic,Stan,49.08,2.5,EG,3,4,43700,6.979651757
1394,Beograd,Palilula,Višnji?ka Banja,draginje adamovic,Stan,36.11,2,EG,PR,4,30700,6.979651757
1395,Beograd,Palilula,Višnji?ka Banja,draginje adamovic,Stan,49.08,2.5,EG,3,4,43700,6.979651757
1396,Beograd,Novi Beograd,Bežanijska kosa 1,dragise brasovana,Stan,91.0,3.5,CG,3,3,93000,5.794139163
1397,Beograd,Novi Beograd,Bežanijska kosa 1,dragise brasovana,Stan,91.0,3.5,CG,3,3,93000,5.794139163
1398,Beograd,Novi Beograd,Bežanijska kosa 1,dragise brasovana,Stan,95.0,4,CG,4,4,109900,5.794139163
1399,Beograd,Zvezdara,Severni bulevar,dragise lapcevica,Stan,105.0,3,EG,PR,1,139000,3.235676022
1400,Beograd,Zvezdara,Kluz,dragoljuba ristica,Stan,42.0,1.5,EG,1,4,47000,5.304801664
1401,Beograd,Zvezdara,Kluz,dragoljuba ristica,Stan,42.0,1.5,EG,1,4,47000,5.304801664
1402,Beograd,Zvezdara,Mirijevo,dragoljuba ristica,Stan,42.0,1.5,EG,1,4,46000,5.304801664
1403,Beograd,Zvezdara,Mirijevo,dragoljuba ristica,Stan,51.0,3,EG,2,3,55000,5.304801664
1404,Beograd,Zvezdara,Mirijevo,dragoslav djordjevica gose,Stan,42.0,1.5,Norveški radijatori,2,5,45300,5.319703206
1405,Beograd,Zvezdara,Mirijevo,dragoslav djordjevica gose,Stan,42.0,1.5,Norveški radijatori,2,5,45300,5.319703206
1406,Beograd,Zvezdara,Mirijevo,dragoslav djordjevica gose,Stan,42.0,1.5,Norveški radijatori,2,5,45300,5.319703206
1407,Beograd,Zvezdara,Mirijevo,dragoslav djordjevica gose,Stan,42.0,1.5,Norveški radijatori,2,5,45300,5.319703206
1408,Beograd,Zvezdara,Mirijevo,dragoslav djordjevica gose,Stan,42.0,1.5,Norveški radijatori,2,5,45300,5.319703206
1409,Beograd,Zvezdara,Mirijevo,dragoslav djordjevica gose,Stan,56.0,2.5,Norveški radijatori,1,5,54000,5.319703206
1410,Beograd,Zvezdara,Mirijevo,dragoslav djordjevica gose,Stan,56.0,2.5,Norveški radijatori,1,5,54000,5.319703206
1411,Beograd,Zvezdara,Mirijevo,dragoslava srejovica,Stan,47.0,2,Norveški radijatori,3,3,48200,2.297503274
1412,Beograd,Palilula,?alije,dragoslava srejovica,Stan,69.0,2,Gas,1,2,49500,2.297503274
1413,Beograd,Zvezdara,Mirijevo,dragoslava srejovica,Stan,32.0,0.5,EG,3,3,35000,2.297503274
1414,Beograd,Zvezdara,Mirijevo,dragoslava srejovica,Stan,44.0,2,Norveški radijatori,3,3,40000,2.297503274
1415,Beograd,Zvezdara,Mirijevo,dragoslava srejovica,Stan,61.0,2,EG,2,3,63745,2.297503274
1416,Beograd,Zvezdara,Mirijevo,dragoslava srejovica,Stan,47.0,2,EG,2,3,44400,2.297503274
1417,Beograd,Zvezdara,Mirijevo,dragoslava srejovica,Stan,61.0,3,EG,2,4,59100,2.297503274
1418,Beograd,Zvezdara,Mirijevo,dragoslava srejovica,Stan,58.0,3,EG,2,3,60610,2.297503274
1419,Beograd,Zvezdara,Mirijevo,dragoslava srejovica,Stan,52.0,2.5,Norveški radijatori,1,3,50000,2.297503274
1420,Beograd,Zvezdara,Mirijevo,dragoslava srejovica,Stan,49.0,1,EG,3,3,49000,2.297503274
1421,Beograd,Zvezdara,Mirijevo,dragoslava srejovica,Stan,58.0,3,EG,2,3,60610,2.297503274
1422,Beograd,Zvezdara,Mirijevo,dragoslava srejovica,Stan,100.0,5+,TA,4,4,96900,2.297503274
1423,Beograd,Zvezdara,Mirijevo,dragoslava srejovica,Stan,48.26,2,Norveški radijatori,1,3,48000,2.297503274
1424,Beograd,Palilula,Karaburma,dragoslava srejovica,Stan,38.0,1,TA,1,4,38200,2.297503274
1425,Beograd,Zvezdara,Mirijevo,dragoslava srejovica,Stan,61.0,3,EG,2,4,59100,2.297503274
1426,Beograd,Palilula,Karaburma,dragoslava srejovica,Stan,60.0,3,TA,1,4,50000,2.297503274
1427,Beograd,Zvezdara,Mirijevo,dragoslava srejovica,Stan,52.0,2.5,Norveški radijatori,1,3,50000,2.297503274
1428,Beograd,Palilula,Karaburma,dragoslava srejovica,Stan,32.0,0.5,EG,2,4,26000,2.297503274
1429,Beograd,Zvezdara,Mirijevo,dragoslava srejovica,Stan,61.0,2,EG,2,3,63745,2.297503274
1430,Beograd,Zvezdara,Mirijevo,dragoslava srejovica,Stan,24.0,0.5,Gas,3,3,21000,2.297503274
1431,Beograd,Zvezdara,Mirijevo,dragoslava srejovica,Stan,53.0,3,TA,1,4,51350,2.297503274
1432,Beograd,Zvezdara,Mirijevo,dragoslava srejovica,Stan,28.0,0.5,TA,SUT,4,27200,2.297503274
1433,Beograd,Zvezdara,Mirijevo,dragoslava srejovica,Stan,100.0,5+,TA,4,4,96900,2.297503274
1434,Beograd,Palilula,Karaburma,dragoslava srejovica,Stan,55.0,2.5,Gas,PR,4,47000,2.297503274
1435,Beograd,Zvezdara,Mirijevo,dragoslava srejovica,Stan,28.0,0.5,TA,SUT,4,27200,2.297503274
1436,Beograd,Zvezdara,Mirijevo,dragoslava srejovica,Stan,43.0,3,Norveški radijatori,PR,3,46500,2.297503274
1437,Beograd,Zvezdara,Mirijevo,dragoslava srejovica,Stan,43.0,1.5,EG,PSUT,4,30000,2.297503274
1438,Beograd,Zvezdara,Mirijevo,dragoslava srejovica,Stan,53.0,3,Norveški radijatori,2,4,51350,2.297503274
1439,Beograd,Palilula,Karaburma,dragoslava srejovica,Stan,32.0,0.5,EG,2,4,26000,2.297503274
1440,Beograd,Zvezdara,Mirijevo,dragoslava srejovica,Stan,44.0,2,Norveški radijatori,3,3,40000,2.297503274
1441,Beograd,Palilula,Karaburma,dragoslava srejovica,Stan,38.0,1,TA,1,4,38200,2.297503274
1442,Beograd,Zvezdara,Mirijevo,dragoslava srejovica,Stan,53.0,3,TA,1,4,51350,2.297503274
1443,Beograd,Zvezdara,Mirijevo,dragoslava srejovica,Stan,48.26,2,Norveški radijatori,1,3,48000,2.297503274
1444,Beograd,Zvezdara,Mirijevo,dragoslava srejovica,Stan,43.0,1.5,EG,PSUT,4,30000,2.297503274
1445,Beograd,Zvezdara,Mirijevo,dragoslav djordjevica gose,Stan,62.0,2.5,Norveški radijatori,VPR,6,55000,5.319703206
1446,Beograd,Zvezdara,Mirijevo,dragoslav djordjevica gose,Stan,38.0,1.5,Norveški radijatori,4,5,41400,5.319703206
1447,Beograd,Zvezdara,Mirijevo,dragoslav djordjevica gose,Stan,32.0,1,Norveški radijatori,1,5,34000,5.319703206
1448,Beograd,Zvezdara,Mirijevo,dragoslav djordjevica gose,Stan,32.0,1,Norveški radijatori,1,5,34000,5.319703206
1449,Beograd,Zvezdara,Mirijevo,dragoslav djordjevica gose,Stan,38.0,1.5,Norveški radijatori,4,5,41400,5.319703206
1450,Beograd,Zvezdara,Mirijevo,dragoslav djordjevica gose,Stan,39.0,1.5,TA,2,5,37440,5.319703206
1451,Beograd,Zvezdara,Mirijevo,dragoslav djordjevica gose,Stan,37.0,1.5,Norveški radijatori,4,5,40000,5.319703206
1452,Beograd,Zvezdara,Mirijevo,dragoslav djordjevica gose,Stan,32.0,1,Norveški radijatori,1,5,34000,5.319703206
1453,Beograd,Zvezdara,Mirijevo,dragoslav djordjevica gose,Stan,62.0,2.5,EG,VPR,6,55000,5.319703206
1454,Beograd,Zvezdara,Mirijevo,dragoslav djordjevica gose,Stan,45.0,1.5,TA,2,5,43200,5.319703206
1455,Beograd,Zvezdara,Mirijevo,dragoslav djordjevica gose,Stan,42.0,1.5,Norveški radijatori,3,5,45300,5.319703206
1456,Beograd,Zvezdara,Mirijevo,dragoslav djordjevica gose,Stan,39.0,1.5,Norveški radijatori,1,5,42100,5.319703206
1457,Beograd,Zvezdara,Mirijevo,dragoslav djordjevica gose,Stan,42.0,1.5,Norveški radijatori,3,5,45300,5.319703206
1458,Beograd,Zvezdara,Mirijevo,dragoslav djordjevica gose,Stan,42.0,1.5,Norveški radijatori,3,5,45300,5.319703206
1459,Beograd,Zvezdara,Mirijevo,dragoslav djordjevica gose,Stan,39.0,1.5,Norveški radijatori,1,5,42000,5.319703206
1460,Beograd,Savski venac,Dedinje,drajzerova,Stan,68.0,2.5,CG,VPR,2,95000,3.032606952
1461,Beograd,Zvezdara,Bulevar kralja Aleksandra,dravska,Stan,46.0,2,CG,2,7,87400,2.789385633
1462,Beograd,Palilula,Botani?ka bašta,draze pavlovic,Stan,115.0,4,TA,4,4,142000,1.37341344
1463,Beograd,Palilula,Cviji?eva,draze pavlovic,Stan,56.0,2,CG,4,5,83000,1.37341344
1464,Beograd,Palilula,Cviji?eva,draze pavlovic,Stan,56.0,2,CG,4,5,83000,1.37341344
1465,Beograd,Palilula,Botani?ka bašta,draze pavlovic,Stan,46.0,2,CG,3,4,85000,1.37341344
1466,Beograd,Palilula,Centar,draze pavlovic,Stan,61.0,2.5,CG,5,5,119000,1.37341344
1467,Beograd,Palilula,Centar,draze pavlovic,Stan,69.0,3,CG,PR,5,131100,1.37341344
1468,Beograd,Zemun,Zemun polje,drenicka,Stan,45.0,1.5,TA,1,2,27000,5.319703206
1469,Beograd,Palilula,Karaburma,drenovacka,Stan,41.0,1,TA,SUT,4,27000,0.408147727
1470,Beograd,Palilula,Karaburma,drenovacka,Stan,46.0,2,CG,7,12,46000,0.408147727
1471,Beograd,Palilula,Karaburma,drenovacka,Stan,46.0,2,CG,7,12,46000,0.408147727
1472,Beograd,Stari grad,Bajlonijeva pijaca,drinciceva,Stan,100.0,3,EG,3,5,159000,0.7535315290000001
1473,Beograd,Stari grad,Bajlonijeva pijaca,drinciceva,Stan,100.0,3,EG,3,5,159000,0.7535315290000001
1474,Beograd,Palilula,Bor?a,drinske divizije,Stan,64.0,2,CG,3,4,42000,5.744805144
1475,Beograd,Palilula,Bor?a,drinske divizije,Stan,74.0,3.5,CG,PTK,4,58000,5.744805144
1476,Beograd,Stari grad,Gunduli?ev venac,drinciceva,Stan,62.0,2,TA,2,4,113000,0.7535315290000001
1477,Beograd,Stari grad,Bajlonijeva pijaca,drinciceva,Stan,130.0,5,EG,PR,1,400000,0.7535315290000001
1478,Beograd,Stari grad,Centar,drinciceva,Stan,100.0,3.5,EG,3,4,159000,0.7535315290000001
1479,Beograd,Stari grad,Centar,drinciceva,Stan,100.0,3.5,EG,3,4,159000,0.7535315290000001
1480,Beograd,Stari grad,Gunduli?ev venac,drinciceva,Stan,62.0,2,TA,2,4,113000,0.7535315290000001
1481,Beograd,Stari grad,Gunduli?ev venac,drinciceva,Stan,26.0,1,CG,3,4,41000,0.7535315290000001
1482,Beograd,Stari grad,Bajlonijeva pijaca,drinciceva,Stan,62.0,2,Kaljeva pe?,2,4,113000,0.7535315290000001
1483,Beograd,Zvezdara,Vukov Spomenik,drziceva,Stan,82.0,3,EG,2,3,139000,1.874591804
1484,Beograd,Zvezdara,Vukov Spomenik,drziceva,Stan,82.0,2.5,EG,2,3,136000,1.874591804
1485,Beograd,Zvezdara,Vukov Spomenik,drziceva,Stan,77.0,3,EG,2,3,139000,1.874591804
1486,Beograd,Zvezdara,Vukov Spomenik,drziceva,Stan,77.0,3,Kaljeva pe?,3,4,136000,1.874591804
1487,Beograd,Zvezdara,Vukov Spomenik,drziceva,Stan,77.0,2.5,Kaljeva pe?,2,3,139000,1.874591804
1488,Beograd,Zvezdara,Vukov Spomenik,drziceva,Stan,77.0,2.5,Kaljeva pe?,2,3,139000,1.874591804
1489,Beograd,Zvezdara,Vukov Spomenik,drziceva,Stan,77.0,3,EG,2,3,139000,1.874591804
1490,Beograd,Zvezdara,Vukov Spomenik,drziceva,Stan,77.0,3,Kaljeva pe?,3,4,136000,1.874591804
1491,Beograd,Zvezdara,Vukov Spomenik,drziceva,Stan,82.0,2.5,EG,2,3,136000,1.874591804
1492,Beograd,Zvezdara,Vukov Spomenik,drziceva,Stan,82.0,3,EG,2,3,139000,1.874591804
1493,Beograd,Zvezdara,Vukov Spomenik,drziceva,Stan,82.0,2.5,EG,2,3,136000,1.874591804
1494,Beograd,Vra?ar,Hram svetog Save,dubljanska,Stan,79.0,4,CG,5,5,173800,1.8492781230000002
1495,Beograd,Vra?ar,Hram svetog Save,dubljanska,Stan,176.0,4,CG,1,4,565000,1.8492781230000002
1496,Beograd,Vra?ar,Hram svetog Save,dubljanska,Stan,78.0,3,CG,4,5,166000,1.8492781230000002
1497,Beograd,Vra?ar,Hram svetog Save,dubljanska,Stan,69.0,2.5,CG,PR,1,89900,1.8492781230000002
1498,Beograd,Vra?ar,Hram svetog Save,dubljanska,Stan,105.0,3,CG,4,4,420000,1.8492781230000002
1499,Beograd,Vra?ar,Hram svetog Save,dubljanska,Stan,114.0,4,CG,5,5,250800,1.8492781230000002
1500,Beograd,Savski venac,Palata pravde,durmitorska,Stan,103.0,4,CG,3,6,145000,1.3530248459999998
1501,Beograd,Savski venac,Palata pravde,durmitorska,Stan,94.0,3,CG,2,5,169500,1.3530248459999998
1502,Beograd,Savski venac,Kneza Miloša,durmitorska,Stan,23.0,0.5,TA,PR,5,37000,1.3530248459999998
1503,Beograd,Savski venac,Palata pravde,durmitorska,Stan,103.0,4,CG,3,6,145000,1.3530248459999998
1504,Beograd,Savski venac,Palata pravde,durmitorska,Stan,94.0,3,CG,2,5,169500,1.3530248459999998
1505,Beograd,Savski venac,Kneza Miloša,durmitorska,Stan,23.0,0.5,TA,PR,5,37000,1.3530248459999998
1506,Beograd,Savski venac,Klini?ki centar,durmitorska,Stan,82.0,3,CG,4,7,160000,1.3530248459999998
1507,Beograd,Savski venac,Kneza Miloša,durmitorska,Stan,61.0,2,EG,4,6,87000,1.3530248459999998
1508,Beograd,Savski venac,Kneza Miloša,durmitorska,Stan,61.0,2,EG,4,6,87000,1.3530248459999998
1509,Beograd,Zvezdara,Zvezdarska padina,dusana radovica,Stan,65.0,2,Gas,2,3,87900,5.110580173
1510,Beograd,Voždovac,Medakovi? padina,dusana bude timotijevica,Stan,44.0,2,EG,2,3,30900,5.319703206
1511,Beograd,Voždovac,Medakovi? padina,dusana bude timotijevica,Stan,44.0,2,EG,2,3,30900,5.319703206
1512,Beograd,Palilula,Višnjica,dusana milosevica,Stan,44.0,2,EG,2,4,37500,5.319703206
1513,Beograd,Palilula,Višnjica,dusana milosevica,Stan,44.0,2,EG,2,4,37500,5.319703206
1514,Beograd,Zvezdara,Olimp,dusana radovica,Stan,46.0,1.5,Gas,1,3,60900,5.110580173
1515,Beograd,Zvezdara,Olimp,dusana radovica,Stan,46.0,1.5,Gas,1,3,60900,5.110580173
1516,Beograd,Zvezdara,Mirijevo,dusana radovica,Stan,65.0,2,Gas,2,3,90000,5.110580173
1517,Beograd,Zvezdara,Zvezdarska šuma,dusana radovica,Stan,65.0,2,Gas,2,3,87900,5.110580173
1518,Beograd,?ukarica,Julino brdo,dusana vlajica,Stan,39.0,1.5,CG,VPR,3,38990,5.988178467000001
1519,Beograd,?ukarica,Žarkovo,dusana vlajica,Stan,54.0,2.5,EG,2,5,59000,5.988178467000001
1520,Beograd,?ukarica,Julino brdo,dusana vlajica,Stan,39.0,1.5,CG,VPR,3,38990,5.988178467000001
1521,Beograd,Novi Beograd,Blok 62,dusana vukasovica,Stan,73.0,2.5,CG,PR,13,77000,7.072688474
1522,Beograd,Novi Beograd,Blok 61,dusana vukasovica,Stan,93.0,4,CG,7,11,112000,7.072688474
1523,Beograd,Novi Beograd,Blok 62,dusana vukasovica,Stan,50.0,1.5,CG,8,16,75000,7.072688474
1524,Beograd,Novi Beograd,Blok 62,dusana vukasovica,Stan,73.0,3,CG,VPR,13,78500,7.072688474
1525,Beograd,Novi Beograd,Blok 61,dusana vukasovica,Stan,84.0,3,CG,5,16,75900,7.072688474
1526,Beograd,Novi Beograd,Blok 62,dusana vukasovica,Stan,81.0,3.5,CG,8,9,80000,7.072688474
1527,Beograd,Novi Beograd,Blok 61,dusana vukasovica,Stan,77.0,2.5,CG,3,4,95000,7.072688474
1528,Beograd,Novi Beograd,Blok 62,dusana vukasovica,Stan,50.0,1.5,CG,8,16,75000,7.072688474
1529,Beograd,Novi Beograd,Blok 62,dusana vukasovica,Stan,73.0,2.5,CG,PR,13,77000,7.072688474
1530,Beograd,Novi Beograd,Blok 62,dusana vukasovica,Stan,74.0,2.5,CG,11,12,80000,7.072688474
1531,Beograd,Novi Beograd,Blok 61,dusana vukasovica,Stan,93.0,4,CG,7,11,112000,7.072688474
1532,Beograd,Novi Beograd,Blok 61,dusana vukasovica,Stan,77.0,2.5,CG,3,4,95000,7.072688474
1533,Beograd,Novi Beograd,Blok 61,dusana vukasovica,Stan,84.0,3,CG,1,6,80000,7.072688474
1534,Beograd,Novi Beograd,Blok 61,dusana vukasovica,Stan,93.0,4,CG,2,8,105000,7.072688474
1535,Beograd,Novi Beograd,Blok 62,dusana vukasovica,Stan,81.0,3.5,CG,8,9,80000,7.072688474
1536,Beograd,Novi Beograd,Blok 61,dusana vukasovica,Stan,59.0,2,CG,5,6,79700,7.072688474
1537,Beograd,Novi Beograd,Blok 61,dusana vukasovica,Stan,84.0,3,CG,1,6,80000,7.072688474
1538,Beograd,Zvezdara,Kluz,duska radovica,Stan,65.0,2,Gas,2,3,87900,5.110580173
1539,Beograd,Zvezdara,Mirijevo,duska radovica,Stan,19.0,0.5,CG,PSUT,3,17000,5.110580173
1540,Beograd,?ukarica,Srem?ica,dvorzakova,Stan,42.0,1.5,TA,2,3,32000,12.34324322
1541,Beograd,?ukarica,Srem?ica,dvorzakova,Stan,59.0,4,TA,3,4,35000,12.34324322
1542,Beograd,?ukarica,Srem?ica,dvorzakova,Stan,42.0,1,CG,2,5,34000,12.34324322
1543,Beograd,Novi Beograd,Paviljoni,dzona kenedija,Stan,55.0,2,TA,4,6,70000,4.382410047
1544,Beograd,Stari grad,Bajlonijeva pijaca,dzordza vasingtona,Stan,65.0,2,CG,1,5,130000,0.75627668
1545,Beograd,Novi Beograd,Stari Merkator,dzona kenedija,Stan,72.0,3,CG,2,7,159500,4.382410047
1546,Beograd,Novi Beograd,Hotel Jugoslavija,dzona kenedija,Stan,120.0,4.5,CG,9,9,165000,4.382410047
1547,Beograd,Novi Beograd,Stari Merkator,dzona kenedija,Stan,72.0,3,CG,2,7,159500,4.382410047
1548,Beograd,Novi Beograd,Paviljoni,dzona kenedija,Stan,62.0,3,Norveški radijatori,2,5,93000,4.382410047
1549,Beograd,Novi Beograd,Paviljoni,dzona kenedija,Stan,60.0,2,TA,PR,5,62000,4.382410047
1550,Beograd,Novi Beograd,Hotel Jugoslavija,dzona kenedija,Stan,72.0,3,CG,2,7,159500,4.382410047
1551,Beograd,Stari grad,Centar,dzordza vasingtona,Stan,90.0,2.5,TA,1,4,140000,0.75627668
1552,Beograd,Stari grad,Centar,dzordza vasingtona,Stan,90.0,2.5,TA,1,4,140000,0.75627668
1553,Beograd,Stari grad,Centar,dzordza vasingtona,Stan,44.0,2,CG,3,4,97000,0.75627668
1554,Beograd,Novi Beograd,Blok 63,evropska,Stan,45.0,2,CG,3,5,79200,2.550275069
1555,Beograd,Rakovica,Resnik,edvarda griga,Stan,72.0,2.5,CG,1,3,58000,8.446850801
1556,Beograd,Rakovica,Resnik,edvarda griga,Stan,70.0,2.5,CG,1,3,62000,8.446850801
1557,Beograd,Rakovica,Resnik,edvarda griga,Stan,72.0,2.5,CG,1,3,58000,8.446850801
1558,Beograd,Rakovica,Resnik,edvarda griga,Stan,120.0,3,CG,3,4,78000,8.446850801
1559,Beograd,Rakovica,Resnik,edvarda griga,Stan,72.0,2.5,CG,2,4,58000,8.446850801
1560,Beograd,Zemun,Zemun polje,elija fincija,Stan,36.0,1,CG,1,2,34000,11.53343124
1561,Beograd,Zemun,Zemun polje,elija fincija,Stan,36.0,1,CG,SUT,2,23000,11.53343124
1562,Beograd,Zemun,Zemun polje,elija fincija,Stan,36.0,2,EG,1,3,34500,11.53343124
1563,Beograd,Zemun,Zemun polje,elija fincija,Stan,46.0,2,TA,VPR,3,42000,11.53343124
1564,Beograd,Zemun,Zemun polje,elija fincija,Stan,67.0,3,CG,2,2,43000,11.53343124
1565,Beograd,Zemun,Zemun polje,elija fincija,Stan,90.0,3.5,TA,2,3,46000,11.53343124
1566,Beograd,Zemun,Zemun polje,elija fincija,Stan,35.0,1,CG,SUT,2,23000,11.53343124
1567,Beograd,Zemun,Zemun polje,elija fincija,Stan,90.0,4,EG,2,3,60000,11.53343124
1568,Beograd,Zemun,Altina,emila zatopeka,Stan,38.0,1.5,EG,PR,4,35000,5.319703206
1569,Beograd,Zemun,Altina,emila zatopeka,Stan,38.0,1.5,EG,PR,4,35000,5.319703206
1570,Beograd,Zemun,Galenika,emilije jaksic,Stan,50.0,2.5,EG,2,2,53000,8.175241773
1571,Beograd,Zemun,Galenika,emilije jaksic,Stan,55.0,2,CG,2,2,43000,8.175241773
1572,Beograd,Zemun,Altina,episkopa nikolaja,Stan,55.0,2,EG,PTK,4,22000,9.399819538
1573,Beograd,Zemun,Altina,episkopa nikolaja,Stan,27.0,1,Norveški radijatori,2,4,21500,9.399819538
1574,Beograd,Voždovac,Vojvode Stepe,esad pasina,Stan,30.0,1.5,EG,PSUT,3,43000,2.917529617
1575,Beograd,Voždovac,Bioskop Voždovac,esad pasina,Stan,30.0,0.5,EG,SUT,3,45000,2.917529617
1576,Beograd,Novi Beograd,Blok 63,evropska,Stan,125.0,4,CG,5,5,200288,2.550275069
1577,Beograd,Novi Beograd,Blok 63,evropska,Stan,52.0,2,CG,5,5,83200,2.550275069
1578,Beograd,Novi Beograd,Blok 63,evropska,Stan,52.0,2,CG,5,5,83200,2.550275069
1579,Beograd,Novi Beograd,Blok 63,evropska,Stan,45.0,2,CG,2,5,79430,2.550275069
1580,Beograd,Novi Beograd,Blok 63,evropska,Stan,54.0,2,CG,4,5,95410,2.550275069
1581,Beograd,Zemun,Gornji grad,filipa visnjica,Stan,46.0,2,CG,PTK,4,42000,6.686869525
1582,Beograd,Zemun,Gornji grad,filipa visnjica,Stan,46.0,2,CG,PTK,4,42000,6.686869525
1583,Beograd,Zvezdara,Olimp,focanska,Stan,130.0,3,EG,VPR,1,130000,4.8025513019999995
1584,Beograd,Zvezdara,Olimp,focanska,Stan,130.0,5+,EG,1,3,130000,4.8025513019999995
1585,Beograd,Zvezdara,Olimp,focanska,Stan,130.0,5+,EG,1,3,130000,4.8025513019999995
1586,Beograd,Zvezdara,Olimp,focanska,Stan,40.0,1.5,TA,PR,3,49900,4.8025513019999995
1587,Beograd,Zemun,Zemun polje,franje krca,Stan,47.0,1.5,EG,2,2,30900,12.11802123
1588,Beograd,Novi Beograd,Blok 63,gandijeva,Stan,50.0,2,CG,6,9,66000,6.1087224760000005
1589,Beograd,Novi Beograd,Blok 63,gandijeva,Stan,50.0,2,CG,6,9,66000,6.1087224760000005
1590,Beograd,Voždovac,Lekino brdo,garibaldijeva,Stan,80.0,3,EG,1,3,107000,2.796605785
1591,Beograd,Voždovac,Konjarnik,glasinacka,Stan,66.0,2,CG,3,5,72000,4.346785758999999
