,Grad,Opstina,Naselje,Ulica,Tip,Kvadratura,Broj soba,Grejanje,Sprat,Ukupna spratnost,Cena
4526,Beograd,Opština Vračar,Kalenić pijaca,mutapova,Stan,71.0,3.0,CG,VPR,4,140000.0
3398,Beograd,Opština Vračar,Kalenić pijaca,mutapova,Stan,75.0,3.0,CG,VPR,4,140000.0
44,Beograd,Opština Vračar,Kalenić pijaca,mutapova,Stan,75.0,3.0,CG,VPR,5,144900.0
1521,Beograd,Opština Vračar,Kalenić pijaca,mutapova,Stan,75.0,3.0,CG,VPR,4,140000.0
5262,Beograd,Opština Vračar,Kalenić pijaca,mutapova,Stan,75.0,3.0,CG,VPR,5,142000.0
4514,Beograd,Opština Novi Beograd,Blok 63,nehruova,Stan,87.0,3.0,CG,14,18,73000.0
2268,Beograd,Opština Vračar,Kalenić pijaca,nevesinjska,Stan,39.0,1.0,TA,VPR,4,65000.0
690,Beograd,Opština Vračar,Kalenić pijaca,nevesinjska,Stan,39.0,1.0,TA,VPR,4,65000.0
2931,Beograd,Opština Novi Beograd,Bežanijska kosa 1,nikole dobrovica,Stan,62.0,2.0,CG,1,4,75900.0
1351,Beograd,Opština Novi Beograd,Bežanijska kosa 1,nikole dobrovica,Stan,62.0,2.0,CG,1,4,75900.0
2787,Beograd,Opština Vračar,Kalenić pijaca,niska,Stan,50.0,2.5,CG,3,8,105000.0
1002,Beograd,Opština Vračar,Kalenić pijaca,niska,Stan,50.0,2.5,CG,3,8,105000.0
5675,Beograd,Opština Vračar,Kalenić pijaca,njegoseva,Stan,80.0,2.5,CG,VPR,4,125000.0
2845,Beograd,Opština Vračar,Cvetni trg,njegoseva,Stan,90.0,3.5,CG,2,4,240000.0
1633,Beograd,Opština Vračar,Cvetni trg,njegoseva,Stan,90.0,3.5,CG,2,4,240000.0
4368,Beograd,Opština Novi Beograd,Blok 33,narodnih heroja,Stan,71.0,3.0,CG,2,4,95000.0
6018,Beograd,Opština Novi Beograd,Blok 33,narodnih heroja,Stan,89.0,3.0,CG,11,30,91500.0
3773,Beograd,Opština Novi Beograd,Blok 33,narodnih heroja,Stan,68.0,2.5,CG,14,30,71000.0
2862,Beograd,Opština Novi Beograd,Blok 33,narodnih heroja,Stan,69.0,2.0,CG,3,30,72000.0
1501,Beograd,Opština Novi Beograd,Blok 33,narodnih heroja,Stan,69.0,2.0,CG,3,30,72000.0
4636,Beograd,Opština Novi Beograd,Fontana,narodnih heroja,Stan,57.0,2.0,CG,2,8,80000.0
4432,Beograd,Opština Novi Beograd,Blok 34 (Carina - Studentski grad),narodnih heroja,Stan,64.0,2.5,CG,4,4,77000.0
5265,Beograd,Opština Novi Beograd,Blok 33,narodnih heroja,Stan,85.0,3.0,CG,11,30,91500.0
6057,Beograd,Opština Novi Beograd,Blok 33,narodnih heroja,Stan,67.0,2.0,CG,3,20,64900.0
120,Beograd,Opština Grocka,Leštane,naselje elektroistok,Stan,68.0,3.0,EG,1,2,34000.0
1849,Beograd,Opština Grocka,Leštane,naselje elektroistok,Stan,68.0,3.0,EG,1,2,34000.0
5835,Beograd,Opština Čukarica,Žarkovo,nasticeva,Stan,93.0,3.0,TA,2,4,70000.0
5276,Beograd,Opština Čukarica,Cerak,nasticeva,Stan,46.0,2.0,EG,1,4,43900.0
314,Beograd,Opština Vračar,Hram svetog Save,nebojsina,Stan,61.0,2.0,CG,2,6,129000.0
2322,Beograd,Opština Vračar,Hram svetog Save,nebojsina,Stan,61.0,2.0,CG,2,6,129000.0
345,Beograd,Opština Vračar,Hram svetog Save,nebojsina,Stan,98.0,4.0,CG,2,4,193000.0
2174,Beograd,Opština Vračar,Hram svetog Save,nebojsina,Stan,98.0,4.0,CG,2,4,193000.0
3489,Beograd,Opština Vračar,Hram svetog Save,nebojsina,Stan,204.0,3.0,CG,5,6,420000.0
4641,Beograd,Opština Vračar,Slavija,nebojsina,Stan,120.0,3.0,EG,1,2,200000.0
5689,Beograd,Opština Vračar,Hram svetog Save,nebojsina,Stan,69.0,3.0,CG,3,4,113850.0
2004,Beograd,Opština Vračar,Neimar,nebojsina,Stan,98.0,4.0,CG,2,3,185000.0
59,Beograd,Opština Vračar,Neimar,nebojsina,Stan,98.0,4.0,CG,2,3,185000.0
5935,Beograd,Opština Vračar,Hram svetog Save,nebojsina,Stan,52.0,2.0,CG,3,4,85800.0
2493,Beograd,Opština Novi Beograd,Bežanijska kosa 3,nede spasojevic,Stan,50.0,2.0,CG,PSUT,5,50000.0
1172,Beograd,Opština Novi Beograd,Bežanijska kosa 3,nede spasojevic,Stan,50.0,2.0,CG,PSUT,5,50000.0
2313,Beograd,Opština Novi Beograd,Bežanijska kosa 2,nedeljka gvozdenovica,Stan,79.0,2.5,CG,2,4,89000.0
474,Beograd,Opština Novi Beograd,Bežanijska kosa 2,nedeljka gvozdenovica,Stan,79.0,2.5,CG,2,4,89000.0
2367,Beograd,Opština Novi Beograd,Bežanijska kosa 3,nedeljka gvozdenovica,Stan,86.0,3.0,CG,4,5,92000.0
3552,Beograd,Opština Novi Beograd,Bežanijska kosa 3,nedeljka gvozdenovica,Stan,35.0,1.0,CG,PSUT,6,26900.0
4572,Beograd,Opština Novi Beograd,Bežanijska kosa 3,nedeljka gvozdenovica,Stan,86.0,3.0,CG,4,5,95000.0
563,Beograd,Opština Novi Beograd,Bežanijska kosa 3,nedeljka gvozdenovica,Stan,86.0,3.0,CG,4,5,92000.0
111,Beograd,Opština Novi Beograd,Bežanijska kosa 3,nedeljka gvozdenovica,Stan,86.0,3.0,CG,2,5,103000.0
4766,Beograd,Opština Novi Beograd,Bežanijska kosa 2,nedeljka gvozdenovica,Stan,91.0,3.0,CG,1,5,105000.0
5343,Beograd,Opština Novi Beograd,Bežanijska kosa 2,nedeljka gvozdenovica,Stan,64.0,2.0,CG,5,6,65000.0
3679,Beograd,Opština Novi Beograd,Bežanijska kosa 2,nedeljka gvozdenovica,Stan,88.0,3.0,CG,PR,5,98000.0
1967,Beograd,Opština Novi Beograd,Bežanijska kosa 3,nedeljka gvozdenovica,Stan,86.0,3.0,CG,2,5,103000.0
542,Beograd,Opština Čukarica,Banovo brdo,nedeljka cabrinovica,Stan,40.0,2.0,TA,5,5,40000.0
5085,Beograd,Opština Čukarica,Banovo brdo,nedeljka cabrinovica,Stan,90.0,4.0,CG,4,5,110000.0
2146,Beograd,Opština Čukarica,Banovo brdo,nedeljka cabrinovica,Stan,40.0,2.0,TA,5,5,40000.0
5413,Beograd,Opština Zemun,Zemun polje,negovana ljubinkovica,Stan,42.0,1.5,TA,VPR,2,25000.0
2811,Beograd,Opština Novi Beograd,Blok 63,nehruova,Stan,86.0,3.0,CG,7,7,71900.0
2894,Beograd,Opština Novi Beograd,Blok 44 (TC Piramida),nehruova,Stan,66.0,2.0,CG,VPR,7,79000.0
4012,Beograd,Opština Novi Beograd,Blok 63,nehruova,Stan,84.0,3.0,CG,1,10,93000.0
3354,Beograd,Opština Novi Beograd,Blok 63,nehruova,Stan,91.0,4.0,CG,7,9,93000.0
4461,Beograd,Opština Novi Beograd,Blok 63,nehruova,Stan,87.0,3.0,CG,14,18,73950.0
994,Beograd,Opština Novi Beograd,Blok 63,nehruova,Stan,95.0,3.5,CG,6,13,95000.0
2075,Beograd,Opština Novi Beograd,Blok 63,nehruova,Stan,87.0,3.0,CG,14,18,73950.0
2814,Beograd,Opština Novi Beograd,Blok 62,nehruova,Stan,110.0,3.5,CG,2,3,110000.0
376,Beograd,Opština Novi Beograd,Blok 44 (TC Piramida),nehruova,Stan,83.0,3.0,CG,6,6,87900.0
440,Beograd,Opština Novi Beograd,Blok 63,nehruova,Stan,87.0,3.0,CG,14,18,73950.0
6052,Beograd,Opština Novi Beograd,Blok 44 (TC Piramida),nehruova,Stan,200.0,5+,CG,6,8,230000.0
737,Beograd,Opština Novi Beograd,Blok 63,nehruova,Stan,86.0,3.0,CG,7,7,71900.0
348,Beograd,Opština Novi Beograd,Blok 63,nehruova,Stan,86.0,3.0,CG,3,18,100000.0
3109,Beograd,Opština Novi Beograd,Blok 63,nehruova,Stan,87.0,3.0,CG,14,16,73950.0
1705,Beograd,Opština Novi Beograd,Blok 63,nehruova,Stan,87.0,3.0,CG,14,16,73950.0
686,Beograd,Opština Novi Beograd,Blok 63,nehruova,Stan,67.0,2.5,CG,3,16,73000.0
443,Beograd,Opština Novi Beograd,Blok 63,nehruova,Stan,87.0,3.0,CG,14,18,73950.0
2908,Beograd,Opština Novi Beograd,Blok 63,nehruova,Stan,87.0,3.0,CG,14,18,73950.0
2321,Beograd,Opština Novi Beograd,Blok 63,nehruova,Stan,86.0,3.0,CG,3,18,100000.0
1924,Beograd,Opština Novi Beograd,Blok 63,nehruova,Stan,67.0,2.5,CG,3,16,73000.0
2774,Beograd,Opština Novi Beograd,Blok 63,nehruova,Stan,87.0,3.0,CG,14,19,73950.0
924,Beograd,Opština Novi Beograd,Blok 45 (TC Enjub),nehruova,Stan,66.0,2.0,CG,4,4,64900.0
1094,Beograd,Opština Novi Beograd,Blok 63,nehruova,Stan,87.0,3.0,CG,14,18,73950.0
292,Beograd,Opština Novi Beograd,Blok 44 (TC Piramida),nehruova,Stan,75.0,2.5,CG,6,7,92000.0
2483,Beograd,Opština Novi Beograd,Blok 44 (TC Piramida),nehruova,Stan,75.0,2.5,CG,6,7,92000.0
5530,Beograd,Opština Novi Beograd,Blok 63,nehruova,Stan,93.0,3.5,CG,6,12,95000.0
5405,Beograd,Opština Novi Beograd,Blok 45 (TC Enjub),nehruova,Stan,51.0,2.0,CG,4,4,60000.0
1069,Beograd,Opština Novi Beograd,Blok 44 (TC Piramida),nehruova,Stan,200.0,5+,CG,6,7,200000.0
1032,Beograd,Opština Novi Beograd,Blok 62,nehruova,Stan,75.0,2.5,CG,9,17,75000.0
1065,Beograd,Opština Novi Beograd,Blok 44 (TC Piramida),nehruova,Stan,66.0,2.0,CG,VPR,7,79000.0
422,Beograd,Opština Novi Beograd,Blok 62,nehruova,Stan,51.0,1.5,CG,1,9,62000.0
5270,Beograd,Opština Novi Beograd,Blok 63,nehruova,Stan,75.0,2.5,CG,7,10,87900.0
2165,Beograd,Opština Novi Beograd,Blok 44 (TC Piramida),nehruova,Stan,83.0,3.0,CG,6,6,87900.0
2670,Beograd,Opština Novi Beograd,Blok 44 (TC Piramida),nehruova,Stan,200.0,5+,CG,6,7,200000.0
2119,Beograd,Opština Novi Beograd,Blok 63,nehruova,Stan,87.0,3.0,CG,14,18,73950.0
3175,Beograd,Opština Novi Beograd,Blok 63,nehruova,Stan,87.0,3.0,CG,14,16,73950.0
2580,Beograd,Opština Novi Beograd,Blok 63,nehruova,Stan,86.0,3.0,CG,7,7,71900.0
3841,Beograd,Opština Novi Beograd,Blok 62,nehruova,Stan,81.0,3.5,CG,5,9,85000.0
886,Beograd,Opština Novi Beograd,Blok 63,nehruova,Stan,86.0,3.0,CG,7,7,71900.0
3470,Beograd,Opština Novi Beograd,Blok 62,nehruova,Stan,66.0,2.0,CG,6,6,64900.0
194,Beograd,Opština Novi Beograd,Blok 63,nehruova,Stan,87.0,3.0,CG,14,18,73950.0
6065,Beograd,Opština Novi Beograd,Blok 62,nehruova,Stan,75.0,2.5,CG,9,17,76500.0
2682,Beograd,Opština Novi Beograd,Blok 63,nehruova,Stan,95.0,3.5,CG,6,13,95000.0
4841,Beograd,Opština Novi Beograd,Blok 63,nehruova,Stan,75.0,2.5,CG,9,9,69000.0
5273,Beograd,Opština Novi Beograd,Blok 62,nehruova,Stan,76.0,2.5,CG,VPR,10,74900.0
1211,Beograd,Opština Novi Beograd,Blok 63,nehruova,Stan,87.0,3.0,CG,14,16,73950.0
2341,Beograd,Opština Novi Beograd,Blok 62,nehruova,Stan,75.0,2.5,CG,9,17,75000.0
1045,Beograd,Opština Novi Beograd,Blok 63,nehruova,Stan,87.0,3.0,CG,14,19,73950.0
2951,Beograd,Opština Novi Beograd,Blok 45 (TC Enjub),nehruova,Stan,66.0,2.0,CG,4,4,64900.0
3634,Beograd,Opština Novi Beograd,Blok 62,nehruova,Stan,76.0,3.0,CG,13,13,69000.0
960,Beograd,Opština Novi Beograd,Blok 62,nehruova,Stan,110.0,3.5,CG,2,3,110000.0
1905,Beograd,Opština Novi Beograd,Blok 63,nehruova,Stan,87.0,3.0,CG,14,18,73950.0
1407,Beograd,Opština Novi Beograd,Blok 63,nehruova,Stan,91.0,4.0,CG,7,9,93000.0
2613,Beograd,Opština Novi Beograd,Blok 62,nehruova,Stan,51.0,1.5,CG,1,9,62000.0
3447,Beograd,Opština Obrenovac,Obrenovac (mesto),nemanjina,Stan,84.0,3.0,CG,3,4,47000.0
1692,Beograd,Opština Obrenovac,Obrenovac (mesto),nemanjina,Stan,84.0,3.0,CG,3,4,47000.0
4679,Beograd,Opština Savski venac,Dedinje,neznanog junaka,Stan,150.0,4.0,CG,3,3,380000.0
4122,Beograd,Opština Savski venac,Dedinje,neznanog junaka,Stan,65.0,3.0,EG,4,5,101500.0
4342,Beograd,Opština Palilula,Hadžipopovac,nikodima milasa,Stan,78.0,3.0,CG,PR,15,92000.0
1390,Beograd,Opština Palilula,Hadžipopovac,nikodima milasa,Stan,80.0,3.0,CG,PR,12,88000.0
3115,Beograd,Opština Palilula,Hadžipopovac,nikodima milasa,Stan,80.0,3.0,CG,PR,12,88000.0
857,Beograd,Opština Čukarica,Banovo brdo,nikolaja gogolja,Stan,72.0,2.5,CG,PR,6,85000.0
2851,Beograd,Opština Čukarica,Banovo brdo,nikolaja gogolja,Stan,72.0,2.5,CG,PR,6,85000.0
4241,Beograd,Opština Čukarica,Banovo brdo,nikolaja gogolja,Stan,78.0,4.0,CG,8,9,105000.0
3523,Beograd,Opština Čukarica,Banovo brdo,nikolaja gogolja,Stan,73.0,3.0,CG,1,4,84900.0
5096,Beograd,Opština Zemun,Centar,nikolaja ostrovskog,Stan,115.0,4.0,CG,4,4,135000.0
5846,Beograd,Opština Zemun,Centar,nikolaja ostrovskog,Stan,122.0,4.5,EG,VPR,3,167900.0
4781,Beograd,Opština Novi Beograd,Bežanijska kosa 1,nikole dobrovica,Stan,92.0,4.0,CG,3,4,119900.0
1011,Beograd,Opština Zvezdara,Mirijevo,nikole doksata,Stan,45.0,2.5,TA,3,4,45000.0
3419,Beograd,Opština Zvezdara,Zvezdarska šuma,nikole doksata,Stan,34.0,1.5,EG,1,4,50000.0
1480,Beograd,Opština Zvezdara,Zvezdarska šuma,nikole doksata,Stan,34.0,1.5,EG,1,4,50000.0
3055,Beograd,Opština Zvezdara,Mirijevo,nikole doksata,Stan,45.0,2.5,TA,3,4,45000.0
5986,Beograd,Opština Rakovica,Miljakovac,nikole marakovica,Stan,94.0,3.5,CG,5,6,110000.0
3026,Beograd,Opština Rakovica,Miljakovac,nikole marakovica,Stan,39.0,1.5,CG,5,5,49900.0
2363,Beograd,Opština Rakovica,Miljakovac,nikole marakovica,Stan,60.0,2.0,CG,2,5,49500.0
5155,Beograd,Opština Rakovica,Miljakovac,nikole marakovica,Stan,94.0,4.0,CG,5,5,88000.0
595,Beograd,Opština Rakovica,Miljakovac,nikole marakovica,Stan,94.0,4.5,CG,5,5,91000.0
899,Beograd,Opština Rakovica,Miljakovac,nikole marakovica,Stan,60.0,2.0,CG,2,5,49500.0
3155,Beograd,Opština Rakovica,Miljakovac,nikole marakovica,Stan,94.0,3.0,CG,5,5,78000.0
1294,Beograd,Opština Rakovica,Miljakovac,nikole marakovica,Stan,94.0,3.0,CG,5,5,78000.0
5577,Beograd,Opština Rakovica,Miljakovac,nikole marakovica,Stan,110.0,3.5,CG,5,5,64900.0
1239,Beograd,Opština Rakovica,Miljakovac,nikole marakovica,Stan,93.0,3.5,CG,5,6,65000.0
3179,Beograd,Opština Rakovica,Miljakovac,nikole marakovica,Stan,60.0,2.0,CG,2,5,49500.0
4610,Beograd,Opština Rakovica,Miljakovac,nikole marakovica,Stan,53.0,2.0,CG,2,5,53000.0
1058,Beograd,Opština Rakovica,Miljakovac,nikole marakovica,Stan,39.0,1.5,CG,5,5,49900.0
187,Beograd,Opština Rakovica,Miljakovac,nikole marakovica,Stan,60.0,2.0,CG,2,5,49500.0
6058,Beograd,Opština Rakovica,Miljakovac,nikole marakovica,Stan,93.0,3.5,CG,5,5,65000.0
3997,Beograd,Opština Rakovica,Miljakovac,nikole marakovica,Stan,53.0,2.0,CG,2,5,51000.0
5706,Beograd,Opština Rakovica,Miljakovac,nikole marakovica,Stan,90.0,3.5,CG,5,6,78000.0
3266,Beograd,Opština Rakovica,Miljakovac,nikole marakovica,Stan,93.0,3.5,CG,5,6,65000.0
2016,Beograd,Opština Rakovica,Miljakovac,nikole marakovica,Stan,94.0,4.5,CG,5,5,91000.0
1154,Beograd,Opština Rakovica,Miljakovac,nikole marakovica,Stan,48.0,1.5,CG,PR,6,51800.0
2728,Beograd,Opština Rakovica,Miljakovac,nikole marakovica,Stan,48.0,1.5,CG,PR,6,51800.0
5189,Beograd,Opština Zemun,Retenzija,nikole tesle,Stan,57.0,2.0,EG,VPR,4,95000.0
3425,Beograd,Opština Čukarica,Čukarička padina,nikole vucete,Stan,44.0,1.5,CG,4,7,48990.0
1690,Beograd,Opština Čukarica,Čukarička padina,nikole vucete,Stan,44.0,1.5,CG,4,7,48990.0
5172,Beograd,Opština Voždovac,FON - Bilećka,niksicka,Stan,90.0,3.0,Gas,1,3,120000.0
3641,Beograd,Opština Voždovac,FON - Bilećka,niksicka,Stan,35.0,1.5,EG,PR,2,40000.0
3233,Beograd,Opština Voždovac,FON - Bilećka,niksicka,Stan,45.0,1.5,TA,5,6,57000.0
1550,Beograd,Opština Voždovac,FON - Bilećka,niksicka,Stan,45.0,1.5,TA,5,6,57000.0
722,Beograd,Opština Rakovica,Petlovo brdo,nicifora ninkovica,Stan,133.0,3.0,TA,1,1,79000.0
4995,Beograd,Opština Rakovica,Petlovo brdo,nicifora ninkovica,Stan,79.0,3.0,CG,PR,2,65000.0
3217,Beograd,Opština Rakovica,Petlovo brdo,nicifora ninkovica,Stan,88.0,3.0,EG,3,3,50000.0
1819,Beograd,Opština Vračar,Bulevar kralja Aleksandra,niska,Stan,47.0,2.5,CG,3,8,105000.0
2715,Beograd,Opština Vračar,SC Vračar,niska,Stan,45.0,2.0,CG,PR,5,74000.0
106,Beograd,Opština Vračar,Bulevar kralja Aleksandra,niska,Stan,47.0,2.5,CG,3,8,105000.0
3488,Beograd,Opština Vračar,Kalenić pijaca,niska,Stan,91.0,3.0,CG,5,5,145000.0
3808,Beograd,Opština Vračar,Kalenić pijaca,niska,Stan,70.0,3.0,TA,4,5,80000.0
2831,Beograd,Opština Vračar,Kalenić pijaca,niska,Stan,23.0,0.5,CG,8,9,46500.0
1203,Beograd,Opština Vračar,Kalenić pijaca,niska,Stan,23.0,0.5,CG,8,9,46500.0
551,Beograd,Opština Vračar,Kalenić pijaca,niska,Stan,91.0,3.0,CG,5,6,145000.0
1945,Beograd,Opština Vračar,Kalenić pijaca,niska,Stan,91.0,3.0,CG,5,6,145000.0
2151,Beograd,Opština Vračar,Kalenić pijaca,niska,Stan,91.0,3.0,CG,5,6,145000.0
141,Beograd,Opština Vračar,Kalenić pijaca,niska,Stan,91.0,3.0,CG,5,6,145000.0
1281,Beograd,Opština Vračar,SC Vračar,niska,Stan,45.0,2.0,CG,PR,5,74000.0
4730,Beograd,Opština Vračar,Beogradska,njegoseva,Stan,100.0,3.0,CG,5,6,210000.0
2467,Beograd,Opština Vračar,Cvetni trg,njegoseva,Stan,103.0,3.0,CG,5,6,210000.0
5987,Beograd,Opština Vračar,Krunska,njegoseva,Stan,91.0,3.5,CG,4,6,250000.0
1712,Beograd,Opština Vračar,Kalenić pijaca,njegoseva,Stan,80.0,2.5,TA,2,4,135000.0
5456,Beograd,Opština Vračar,Slavija,njegoseva,Stan,63.0,2.5,CG,PR,4,125000.0
5697,Beograd,Opština Vračar,Krunska,njegoseva,Stan,64.0,3.0,CG,3,6,122000.0
1364,Beograd,Opština Vračar,Cvetni trg,njegoseva,Stan,103.0,3.0,CG,5,6,210000.0
1415,Beograd,Opština Vračar,Slavija,njegoseva,Stan,100.0,3.0,CG,5,6,214000.0
4685,Beograd,Opština Vračar,Kalenić pijaca,njegoseva,Stan,84.0,3.0,TA,2,4,135000.0
3167,Beograd,Opština Vračar,Kalenić pijaca,njegoseva,Stan,80.0,2.5,TA,2,4,135000.0
3297,Beograd,Opština Vračar,Slavija,njegoseva,Stan,100.0,3.0,CG,5,6,214000.0
4367,Beograd,Opština Čukarica,Banovo brdo,nodilova,Stan,48.0,2.0,CG,1,6,80000.0
3723,Beograd,Opština Čukarica,Banovo brdo,nodilova,Stan,58.0,2.0,CG,2,6,85000.0
1105,Beograd,Opština Novi Beograd,Ledine,beogradskih graditelja,Stan,49.0,2.5,EG,PTK,3,29400.0
2936,Beograd,Opština Novi Beograd,Ledine,beogradskih graditelja,Stan,49.0,2.5,EG,PTK,3,29400.0
1048,Beograd,Opština Novi Beograd,Ledine,beogradskih graditelja,Stan,45.0,2.5,EG,2,3,24750.0
1131,Beograd,Opština Novi Beograd,Ledine,beogradskih graditelja,Stan,35.0,1.5,EG,1,3,19250.0
2875,Beograd,Opština Novi Beograd,Ledine,beogradskih graditelja,Stan,45.0,2.5,EG,2,3,24750.0
3090,Beograd,Opština Novi Beograd,Ledine,beogradskih graditelja,Stan,35.0,1.5,EG,1,3,19250.0
2190,Beograd,Opština Zemun,Save Kovačevića,novogradska,Stan,80.0,3.0,CG,4,4,72900.0
110,Beograd,Opština Zemun,Save Kovačevića,novogradska,Stan,80.0,3.0,CG,4,4,72900.0
3883,Beograd,Opština Vračar,Kalenić pijaca,novopazarska,Stan,88.0,3.0,Podno,2,4,240000.0
5512,Beograd,Opština Vračar,Kalenić pijaca,novopazarska,Stan,40.0,1.5,EG,PSUT,4,45000.0
3660,Beograd,Opština Stari grad,Centar,nusiceva,Stan,110.0,3.5,CG,1,5,235000.0
5156,Beograd,Opština Stari grad,Terazije,nusiceva,Stan,84.0,4.0,EG,1,3,250000.0
268,Beograd,Opština Voždovac,Autokomanda,oblakovska,Stan,60.0,2.0,CG,3,3,80000.0
1833,Beograd,Opština Voždovac,Autokomanda,oblakovska,Stan,60.0,2.0,CG,3,3,80000.0
5208,Beograd,Opština Čukarica,Čukarička padina,obalskih radnika,Stan,100.0,4.0,CG,6,6,106000.0
3476,Beograd,Opština Čukarica,Čukarička padina,obalskih radnika,Stan,96.0,3.5,CG,2,5,150000.0
984,Beograd,Opština Čukarica,Čukarička padina,obalskih radnika,Stan,29.0,0.5,CG,5,7,40000.0
284,Beograd,Opština Čukarica,Čukarička padina,obalskih radnika,Stan,61.0,2.0,CG,6,8,65000.0
2552,Beograd,Opština Čukarica,Čukarička padina,obalskih radnika,Stan,29.0,0.5,CG,5,7,40000.0
1308,Beograd,Opština Čukarica,Čukarička padina,obalskih radnika,Stan,71.0,3.0,CG,2,7,87000.0
2884,Beograd,Opština Čukarica,Čukarička padina,obalskih radnika,Stan,71.0,3.0,CG,2,7,87000.0
5905,Beograd,Opština Stari grad,Centar,obilicev venac,Stan,250.0,5+,CG,7,7,550000.0
3594,Beograd,Opština Stari grad,Obilićev venac,obilicev venac,Stan,141.0,3.5,CG,1,3,410000.0
3570,Beograd,Opština Voždovac,Autokomanda,oblakovska,Stan,78.0,3.0,TA,1,2,88500.0
2513,Beograd,Opština Zemun,Save Kovačevića,ohridska,Stan,60.0,2.5,CG,11,11,55000.0
709,Beograd,Opština Zemun,Save Kovačevića,ohridska,Stan,60.0,2.5,CG,11,11,55000.0
5938,Beograd,Opština Zemun,Save Kovačevića,ohridska,Stan,54.0,2.0,CG,11,12,55900.0
3455,Beograd,Opština Zemun,Save Kovačevića,ohridska,Stan,54.0,2.0,CG,2,11,65000.0
1169,Beograd,Opština Zemun,Gornji grad,ohridska,Stan,46.0,1.5,EG,3,3,55200.0
3078,Beograd,Opština Zemun,Gornji grad,ohridska,Stan,46.0,1.5,EG,3,3,55200.0
4244,Beograd,Opština Vračar,Hram svetog Save,ohridska,Stan,67.0,2.5,CG,3,5,130000.0
4581,Beograd,Opština Vračar,Hram svetog Save,ohridska (brane crncevica),Stan,86.0,3.0,CG,1,5,229000.0
3025,Beograd,Opština Zemun,Save Kovačevića,ohridska,Stan,46.0,1.5,Norveški radijatori,3,4,49900.0
1095,Beograd,Opština Zemun,Save Kovačevića,ohridska,Stan,46.0,1.5,Norveški radijatori,3,4,49900.0
5641,Beograd,Opština Zvezdara,Učiteljsko naselje,olge alkalaj,Stan,54.0,2.5,CG,4,11,54000.0
4320,Beograd,Opština Voždovac,Konjarnik,olge alkalaj,Stan,55.0,2.5,CG,11,11,53500.0
1842,Beograd,Opština Palilula,Krnjača,olge jovicic,Stan,45.0,2.5,TA,3,3,36500.0
51,Beograd,Opština Palilula,Krnjača,olge jovicic,Stan,45.0,2.5,TA,3,3,36500.0
5625,Beograd,Opština Savski venac,Dedinje,omladinska,Stan,76.0,3.0,CG,VPR,2,149000.0
2819,Beograd,Opština Novi Beograd,Blok 38,omladinskih brigada,Stan,72.0,2.5,CG,2,8,89000.0
987,Beograd,Opština Novi Beograd,Blok 38,omladinskih brigada,Stan,72.0,2.5,CG,2,8,89000.0
1592,Beograd,Opština Novi Beograd,Blok 70a,omladinskih brigada,Stan,115.0,3.5,CG,8,8,130000.0
2309,Beograd,Opština Novi Beograd,Opština,omladinskih brigada,Stan,66.0,3.0,CG,4,8,89000.0
676,Beograd,Opština Novi Beograd,Blok 38,omladinskih brigada,Stan,72.0,2.5,CG,8,9,86000.0
3022,Beograd,Opština Novi Beograd,Blok 70a,omladinskih brigada,Stan,115.0,3.5,CG,8,8,130000.0
60,Beograd,Opština Novi Beograd,Blok 38,omladinskih brigada,Stan,75.0,2.5,CG,7,9,82000.0
445,Beograd,Opština Novi Beograd,Blok 65,omladinskih brigada,Stan,73.0,2.0,CG,1,6,154000.0
1613,Beograd,Opština Novi Beograd,Blok 38,omladinskih brigada,Stan,77.0,2.5,CG,4,4,90000.0
3276,Beograd,Opština Novi Beograd,Blok 38,omladinskih brigada,Stan,77.0,2.5,CG,4,4,90000.0
1830,Beograd,Opština Novi Beograd,Fontana,omladinskih brigada,Stan,66.0,3.0,CG,4,8,89000.0
2263,Beograd,Opština Novi Beograd,Blok 38,omladinskih brigada,Stan,72.0,2.5,CG,8,9,86000.0
5698,Beograd,Opština Novi Beograd,Blok 38,omladinskih brigada,Stan,72.0,2.5,CG,8,9,82000.0
521,Beograd,Opština Novi Beograd,Opština,omladinskih brigada,Stan,66.0,3.0,CG,4,8,89000.0
1806,Beograd,Opština Novi Beograd,Blok 38,omladinskih brigada,Stan,75.0,2.5,CG,7,9,82000.0
172,Beograd,Opština Novi Beograd,Fontana,omladinskih brigada,Stan,66.0,3.0,CG,4,8,89000.0
2480,Beograd,Opština Novi Beograd,Blok 65,omladinskih brigada,Stan,73.0,2.0,CG,1,6,154000.0
2371,Beograd,Opština Rakovica,Petlovo brdo,omladinsko setaliste,Stan,30.0,1.5,Gas,2,4,27000.0
777,Beograd,Opština Rakovica,Petlovo brdo,omladinsko setaliste,Stan,27.0,1.0,CG,PR,3,24000.0
2945,Beograd,Opština Rakovica,Petlovo brdo,omladinsko setaliste,Stan,39.0,1.5,Gas,VPR,2,35000.0
2966,Beograd,Opština Rakovica,Petlovo brdo,omladinsko setaliste,Stan,30.0,0.5,Gas,2,3,26900.0
2171,Beograd,Opština Rakovica,Petlovo brdo,omladinsko setaliste,Stan,27.0,1.0,CG,PR,3,24000.0
5847,Beograd,Opština Rakovica,Petlovo brdo,omladinsko setaliste,Stan,30.0,1.0,Gas,2,3,27000.0
